Nama Pantai,Provinsi,Rating Angka,Link Google Maps,Latitude,Longitude,Predikat,Jumlah Ulasan,Ulasan 1,Ulasan 2,Ulasan 3,Ulasan 4,Ulasan 5,Kategori Pantai,Kategori 1,Kategori 2,Kategori 3,Kategori 4,Kategori 5
Pantai Pasar Bengkulu,Bengkulu,4.4,https://www.google.com/maps/place/Pantai+Pasar+Bengkulu/data=!4m7!3m6!1s0x2e36b02cfc555559:0x9149b6987af17eb8!8m2!3d-3.7790792!4d102.2633719!16s%2Fg%2F11f0kzz9zy!19sChIJWVVV_CywNi4RuH7xepi2SZE?authuser=0&hl=en&rclk=1,-3.7790792,102.2633719,biasa,33.0,,,,,,,,,,,
Pantai Kota Raja,Nusa Tenggara Timur,4.4,https://www.google.com/maps/place/Pantai+Kota+Raja/data=!4m7!3m6!1s0x2dad59f7ae24dc97:0x46bdc3b0251abfd7!8m2!3d-8.84276!4d121.6426273!16s%2Fg%2F11rn595k90!19sChIJl9wkrvdZrS0R178aJbDDvUY?authuser=0&hl=en&rclk=1,-8.84276,121.6426273,biasa,260.0,sunset 34,beach view 6,mountains 5,beach cleanliness 5,leisure 10,,,,,,
Pantai Lamungang Batu Malunda,Sulawesi Barat,4.4,https://www.google.com/maps/place/Pantai+Lamungang+Batu+Malunda/data=!4m7!3m6!1s0x2d9347d7d0427ba1:0xb2a2883ddd985e32!8m2!3d-3.0239434!4d118.8602852!16s%2Fg%2F11cnd9d30w!19sChIJoXtC0NdHky0RMl6Y3T2IorI?authuser=0&hl=en&rclk=1,-3.0239434,118.8602852,biasa,134.0,beach,view,Farid Rachman  reviews ·  photos,mibaik journey  reviews ·  photos,MUH ANWAR HARIS  reviews,,,,,,
Tanjung Ngalo Mamuju,Sulawesi Barat,4.4,https://www.google.com/maps/place/Tanjung+Ngalo+Mamuju/data=!4m7!3m6!1s0x2d9331f70a940d95:0x540e408443d754ff!8m2!3d-2.8666905!4d118.7693474!16s%2Fg%2F11gf0qcmtd!19sChIJlQ2UCvcxky0R_1TXQ4RADlQ?authuser=0&hl=en&rclk=1,-2.8666905,118.7693474,biasa,96.0,white sand,road access,clear water,camping,cleanliness,,,,,,
Anjungan Pantai Manakarra,Sulawesi Barat,4.4,https://www.google.com/maps/place/Anjungan+Pantai+Manakarra/data=!4m7!3m6!1s0x2d92d9b0da6a308d:0xbfe8b1a7d47cac19!8m2!3d-2.6716032!4d118.8889317!16s%2Fg%2F11b8_pxwys!19sChIJjTBq2rDZki0RGax81Kex6L8?authuser=0&hl=en&rclk=1,-2.6716032,118.8889317,biasa,2273.0,island,strategic location,view of karampuang island,sea view,kids' play area,,,,,,
Pantai Semawang,Bali,4.4,https://www.google.com/maps/place/Pantai+Semawang/data=!4m7!3m6!1s0x2dd241c02bf1d9c7:0x8ee3c09346d05b45!8m2!3d-8.7071293!4d115.2627048!16s%2Fg%2F11cm3tx5fw!19sChIJx9nxK8BB0i0RRVvQRpPA444?authuser=0&hl=en&rclk=1,-8.7071293,115.2627048,biasa,2259.0,sunrise 73,canoe 28,canoe rental 7,beach chair rental 3,local cafes 11,,,,,,
Pantai Nyanyi,Bali,4.4,https://www.google.com/maps/place/Pantai+Nyanyi/data=!4m7!3m6!1s0x2dd2382115f7f5f9:0x929870a0c1008d3a!8m2!3d-8.6336624!4d115.0978348!16s%2Fg%2F11bv30gntw!19sChIJ-fX3FSE40i0ROo0AwaBwmJI?authuser=0&hl=en&rclk=1,-8.6336624,115.0978348,biasa,976.0,black sand beach 22,big waves 10,cliffs 10,wedding photos 12,sparkling black sand 5,,,,,,
Anjungan Pantai Matano,Sulawesi Tengah,4.4,https://www.google.com/maps/place/Anjungan+Pantai+Matano/data=!4m7!3m6!1s0x2d9a8d62882ed57f:0x7c2b93bcd7ea6be8!8m2!3d-2.5399696!4d121.9697133!16s%2Fg%2F11ghpn83k6!19sChIJf9UuiGKNmi0R6Gvq17yTK3w?authuser=0&hl=en&rclk=1,-2.5399696,121.9697133,biasa,84.0,hangout spot,garden,relaxing place,snacks,scenery,,,,,,
PANTAI MANAKARRA,Sulawesi Barat,4.4,https://www.google.com/maps/place/PANTAI+MANAKARRA/data=!4m7!3m6!1s0x2d92d918947ee97f:0x32047bf287834b7f!8m2!3d-2.6711153!4d118.8892481!16s%2Fg%2F11tbnm09s3!19sChIJf-l-lBjZki0Rf0uDh_J7BDI?authuser=0&hl=en&rclk=1,-2.6711153,118.8892481,biasa,227.0,kids,area,photo spots,friendly sellers,lighting,,,,,,
Pantai Sungai Lohan,Kalimantan Selatan,4.4,https://www.google.com/maps/place/Pantai+Sungai+Lohan/data=!4m7!3m6!1s0x2de8a28a369d16fb:0x798644d5a10b23ee!8m2!3d-3.6335635!4d115.8315551!16s%2Fg%2F11bw1_8p29!19sChIJ-xadNoqi6C0R7iMLodVEhnk?authuser=0&hl=en&rclk=1,-3.6335635,115.8315551,biasa,109.0,beach,cypress,beach cleanliness,pendopo,strategic location,,,,,,
Karang Tepas Beach,Jawa Barat,4.4,https://www.google.com/maps/place/Karang+Tepas+Beach/data=!4m7!3m6!1s0x2e66258a38a6f6e1:0x9c3e144f152745bb!8m2!3d-7.5375471!4d107.4814247!16s%2Fg%2F11f32zpt__!19sChIJ4famOIolZi4Ru0UnFU8UPpw?authuser=0&hl=en&rclk=1,-7.5375471,107.4814247,biasa,205.0,reef,ikan bakar,roadside stall,natural scenery,low tide,,,,,,
wisata pantai ciwidig,Jawa Barat,4.4,https://www.google.com/maps/place/wisata+pantai+ciwidig/data=!4m7!3m6!1s0x2e662b16b7b30785:0x58ee12c413c07c8e!8m2!3d-7.4940837!4d107.3196429!16s%2Fg%2F11c4549mc4!19sChIJhQeztxYrZi4RjnzAE8QS7lg?authuser=0&hl=en&rclk=1,-7.4940837,107.3196429,biasa,154.0,passing cows,comfortable beach,prayer room,no swimming,sand dunes,,,,,,
Pantai Cidora,Jawa Barat,4.4,https://www.google.com/maps/place/Pantai+Cidora/data=!4m7!3m6!1s0x2e662f57a8a0cb3f:0x533c951ff05bf26e!8m2!3d-7.5214616!4d107.4768595!16s%2Fg%2F11byxg0t8b!19sChIJP8ugqFcvZi4RbvJb8B-VPFM?authuser=0&hl=en&rclk=1,-7.5214616,107.4768595,biasa,562.0,reef,ranca buaya,for motorcycle,big waves,cidora beach,,,,,,
Pantai Cemara Cipanglay,Jawa Barat,4.4,https://www.google.com/maps/place/Pantai+Cemara+Cipanglay/data=!4m7!3m6!1s0x2e662bdc0d02262b:0x9a0fba408e1e23f2!8m2!3d-7.4994863!4d107.3529147!16s%2Fg%2F11fs1lqv8k!19sChIJKyYCDdwrZi4R8iMejkC6D5o?authuser=0&hl=en&rclk=1,-7.4994863,107.3529147,biasa,1963.0,waves,beach cleanliness,pine trees,prayer room,no swimming allowed,,,,,,
Karang Nini Beach,Jawa Barat,4.4,https://www.google.com/maps/place/Karang+Nini+Beach/data=!4m7!3m6!1s0x2e659f31bfa11405:0x42debc1fd19f3b2!8m2!3d-7.6825886!4d108.7346245!16s%2Fg%2F11btxcwjyn!19sChIJBRShvzGfZS4RsvMZ_cHrLQQ?authuser=0&hl=en&rclk=1,-7.6825886,108.7346245,biasa,554.0,waves,beach cleanliness,prayer room,sea view,road access,,,,,,
Pantai Muaragatah,Jawa Barat,4.4,https://www.google.com/maps/place/Pantai+Muaragatah/data=!4m7!3m6!1s0x2e65c6ce967f5891:0xbbddc206a559575a!8m2!3d-7.8152869!4d108.3650747!16s%2Fg%2F11cn8s_f5n!19sChIJkVh_ls7GZS4RWldZpQbC3bs?authuser=0&hl=en&rclk=1,-7.8152869,108.3650747,biasa,220.0,fish auction place,family recreation,comfortable place,tour,boat,,,,,,
Pantai Ciparanti,Jawa Barat,4.4,https://www.google.com/maps/place/Pantai+Ciparanti/data=!4m7!3m6!1s0x2e65c737fed84fb7:0x27c961f41c01b890!8m2!3d-7.8171357!4d108.409484!16s%2Fg%2F11gcnjh0gt!19sChIJt0_Y_jfHZS4RkLgBHPRhySc?authuser=0&hl=en&rclk=1,-7.8171357,108.409484,biasa,274.0,pristine beach,warung,free entry,cool atmosphere,photo spot,,,,,,
Pantai Meuraxa,Aceh,4.4,https://www.google.com/maps/place/Pantai+Meuraxa/data=!4m7!3m6!1s0x3040309151893b3d:0x2f05fbc75e8b072d!8m2!3d5.5550504!4d95.2827012!16s%2Fg%2F11fy2lhmgz!19sChIJPTuJUZEwQDARLQeLXsf7BS8?authuser=0&hl=en&rclk=1,5.5550504,95.2827012,biasa,32.0,small waves,playing in the sand,cool beach,fish,inhabitant,,,,,,
Pantai Dewaruci Jatimalang,Jawa Tengah,4.4,https://www.google.com/maps/place/Pantai+Dewaruci+Jatimalang/data=!4m7!3m6!1s0x2e7ae73cc53b4007:0xcc620eef919e0be!8m2!3d-7.879616!4d109.9830355!16s%2Fg%2F11b6tmp2sl!19sChIJB0A7xTznei4RvuAZ-e4gxgw?authuser=0&hl=en&rclk=1,-7.879616,109.9830355,biasa,8907.0,,,,,,,,,,,
Ancol beach,DKI Jakarta,4.4,https://www.google.com/maps/place/Ancol+beach/data=!4m7!3m6!1s0x2e6a1e3c1ca938d1:0x1ccccec14fd711af!8m2!3d-6.1194215!4d106.8502435!16s%2Fg%2F1pty45vqg!19sChIJ0TipHDweai4RrxHXT8HOzBw?authuser=0&hl=en&rclk=1,-6.1194215,106.8502435,biasa,16040.0,playing in the sand,prayer room,area,banana boat,photo spots,,,,,,
Pantai Ancol,DKI Jakarta,4.4,https://www.google.com/maps/place/Pantai+Ancol/data=!4m7!3m6!1s0x2e6a1e17be3a41fd:0xbf379f603e3bf0ef!8m2!3d-6.1236638!4d106.8399162!16s%2Fg%2F1q5bn1dz8!19sChIJ_UE6vhceai4R7_A7PmCfN78?authuser=0&hl=en&rclk=1,-6.1236638,106.8399162,biasa,16040.0,playing in the sand,prayer room,area,banana boat,photo spots,,,,,,
Coral Coast Paranje,Jawa Barat,4.4,https://www.google.com/maps/place/Coral+Coast+Paranje/data=!4m7!3m6!1s0x2e6613c6e1199215:0xed9806d9d3449908!8m2!3d-7.6841298!4d107.7948894!16s%2Fg%2F11b7ljkfds!19sChIJFZIZ4cYTZi4RCJlE09kGmO0?authuser=0&hl=en&rclk=1,-7.6841298,107.7948894,biasa,958.0,waves,karang paranje beach,beach cleanliness,coral reef,quiet beach,,,,,,
Karang Jahe Beach,Jawa Tengah,4.4,https://www.google.com/maps/place/Karang+Jahe+Beach/data=!4m7!3m6!1s0x2e7723ee3b1d601d:0xcb19b602a4ee84d9!8m2!3d-6.6873643!4d111.4119539!16s%2Fg%2F11b7bzpbh6!19sChIJHWAdO-4jdy4R2YTupAK2Gcs?authuser=0&hl=en&rclk=1,-6.6873643,111.4119539,biasa,16349.0,inflatable boat,wave,clean beach,ATV,merchant,,,,,,
Pantai Wayob,Papua Barat,4.4,https://www.google.com/maps/place/Pantai+Wayob/data=!4m7!3m6!1s0x2d466b4ac8a29c57:0x550778f4a339cae4!8m2!3d-2.9779178!4d132.2233277!16s%2Fg%2F11jl40rjzt!19sChIJV5yiyEprRi0R5Mo5o_R4B1U?authuser=0&hl=en&rclk=1,-2.9779178,132.2233277,biasa,22.0,beach 2,Biman Zoning 6 reviews · 17 photos,Indra Yunus 3 reviews,Waode Lilis 1 review,Han mady Han mady 1 review · 2 photos,,,,,,
Pantai SorBar,Papua Barat,4.4,https://www.google.com/maps/place/Pantai+SorBar/data=!4m7!3m6!1s0x2d5ead7326435bd9:0x8c026eb4ef96fa4f!8m2!3d-0.8300285!4d131.2296996!16s%2Fg%2F11qqqt70nn!19sChIJ2VtDJnOtXi0RT_qW77RuAow?authuser=0&hl=en&rclk=1,-0.8300285,131.2296996,biasa,56.0,sunset 3,kid-friendly 2,cleanliness 4,cool atmosphere 2,Byran N Tauran 5 reviews · 1 photo,,,,,,
Pantai Sayang Heulang,Jawa Barat,4.4,https://www.google.com/maps/place/Pantai+Sayang+Heulang/data=!4m7!3m6!1s0x2e663d647d0c588f:0x892cbd184524733!8m2!3d-7.6688756!4d107.6966831!16s%2Fg%2F11c5wwr2_0!19sChIJj1gMfWQ9Zi4RM0dShNHLkgg?authuser=0&hl=en&rclk=1,-7.6688756,107.6966831,biasa,4130.0,Pantai Sayang Heulang,coral reef,photo spots,gazebo,desert,,,,,,
Lampon Beach,Jawa Tengah,4.4,https://www.google.com/maps/place/Lampon+Beach/data=!4m7!3m6!1s0x2e653125699d767d:0x7d0ef924674093b3!8m2!3d-7.7699227!4d109.4361408!16s%2Fg%2F11b7q4sh27!19sChIJfXadaSUxZS4Rs5NAZyT5Dn0?authuser=0&hl=en&rclk=1,-7.7699227,109.4361408,biasa,864.0,cliffs,hills,photo spots,cave,area,,,,,,
Empu Rancak Beach,Jawa Tengah,4.3,https://www.google.com/maps/place/Empu+Rancak+Beach/data=!4m7!3m6!1s0x2e71228980d4d6bd:0x7da3bf99f965f9e!8m2!3d-6.4859835!4d110.6944613!16s%2Fg%2F120z6zq7!19sChIJvdbUgIkicS4Rnl-Wn_k72gc?authuser=0&hl=en&rclk=1,-6.4859835,110.6944613,biasa,2257.0,waves,coast,clean beach,white sand,pindang serani,,,,,,
Pantai Watu Bale Kebumen,Jawa Tengah,4.3,https://www.google.com/maps/place/Pantai+Watu+Bale+Kebumen/data=!4m7!3m6!1s0x2e653130da3356ef:0xf42dc410eeef3d01!8m2!3d-7.766217!4d109.4412467!16s%2Fg%2F11b6mfd3zp!19sChIJ71Yz2jAxZS4RAT3v7hDELfQ?authuser=0&hl=en&rclk=1,-7.766217,109.4412467,biasa,1961.0,waves,cliffs,photo spots,Menganti Beach,clean beach,,,,,,
Frog Island Beach,Jawa Tengah,4.3,https://www.google.com/maps/place/Frog+Island+Beach/data=!4m7!3m6!1s0x2e6fb798ed43d699:0x356e1cfd3ecc3379!8m2!3d-6.8446761!4d109.1587684!16s%2Fg%2F11f2v9bg_y!19sChIJmdZD7Zi3by4ReTPMPv0cbjU?authuser=0&hl=en&rclk=1,-6.8446761,109.1587684,biasa,3049.0,coast,beach cleanliness,mendoan,gazebo,leisure,,,,,,
Pantai Teluk Penyu Cilacap,Jawa Tengah,4.3,https://www.google.com/maps/place/Pantai+Teluk+Penyu+Cilacap/data=!4m7!3m6!1s0x2e651269f14e262d:0xe5a2f5d787704f88!8m2!3d-7.7518308!4d109.0204765!16s%2Fg%2F11cmzkl5tg!19sChIJLSZO8WkSZS4RiE9wh9f1ouU?authuser=0&hl=en&rclk=1,-7.7518308,109.0204765,biasa,3840.0,teluk penyu beach,mendoan,sunrise,salted fish,young coconut,,,,,,
The Lamp One Beach,Papua Selatan,4.3,https://www.google.com/maps/place/The+Lamp+One+Beach/data=!4m7!3m6!1s0x69b5156fb5cafd57:0x95e2d63b0f7f8492!8m2!3d-8.5110648!4d140.3777131!16s%2Fg%2F11gbnknkkk!19sChIJV_3KtW8VtWkRkoR_DzvW4pU?authuser=0&hl=en&rclk=1,-8.5110648,140.3777131,biasa,378.0,sunset 49,beach cleanliness 7,lampu satu beach 3,wide beach 3,free seating 2,,,,,,
"Pantai Saoka, Kota Sorong, Papua Barat",Papua Barat,4.3,"https://www.google.com/maps/place/Pantai+Saoka,+Kota+Sorong,+Papua+Barat/data=!4m7!3m6!1s0x2d5ead16e8a64799:0xcb1760357c6254e0!8m2!3d-0.8152075!4d131.2572794!16s%2Fg%2F11f3s7c2jx!19sChIJmUem6BatXi0R4FRifDVgF8s?authuser=0&hl=en&rclk=1",-0.8152075,131.2572794,biasa,51.0,attractions 2,Ardianta Peranginangin 16 reviews,Lamria Sibuea 3 reviews · 3 photos,Christy Omkarsba 3 reviews · 2 photos,Abram 3 reviews · 6 photos,,,,,,
Wisata Pantai Papim,Jawa Barat,4.3,https://www.google.com/maps/place/Wisata+Pantai+Papim/data=!4m7!3m6!1s0x2e65c47585825d15:0xc8db2beaf79697e8!8m2!3d-7.8104795!4d108.3052747!16s%2Fg%2F11c4542jqb!19sChIJFV2ChXXEZS4R6JeW9-or28g?authuser=0&hl=en&rclk=1,-7.8104795,108.3052747,biasa,5564.0,monkeys,white sand,photo spots,blue sea water,scenery,,,,,,
Pantai Pasir Putih PIK 2,DKI Jakarta,4.3,https://www.google.com/maps/place/Pantai+Pasir+Putih+PIK+2/data=!4m7!3m6!1s0x2e6a03d2ab6c60bd:0xec52cbac35c458d5!8m2!3d-6.0745483!4d106.7172717!16s%2Fg%2F11kbr34gcs!19sChIJvWBsq9IDai4R1VjENazLUuw?authuser=0&hl=en&rclk=1,-6.0745483,106.7172717,biasa,3321.0,Pantai Pasir Putih PIK,white sand,scenery,artificial beach,prayer room,,,,,,
Pantai Cemara Mangkupadi,Kalimantan Utara,4.3,https://www.google.com/maps/place/Pantai+Cemara+Mangkupadi/data=!4m7!3m6!1s0x32125905c16c399f:0xb892fb41d1598bd!8m2!3d2.5567576!4d117.8680164!16s%2Fg%2F11g6916hmz!19sChIJnzlswQVZEjIRvZgVHbQviQs?authuser=0&hl=en&rclk=1,2.5567576,117.8680164,biasa,149.0,beach,beach cleanliness,white sand,clean water,atmosphere,,,,,,
Teluk Awur Beach,Jawa Tengah,4.3,https://www.google.com/maps/place/Teluk+Awur+Beach/data=!4m7!3m6!1s0x2e711e6afec1a2f7:0x80a153b8978e4fbf!8m2!3d-6.6174807!4d110.6467488!16s%2Fg%2F11fx8_9sdn!19sChIJ96LB_moecS4Rv0-Ol7hToYA?authuser=0&hl=en&rclk=1,-6.6174807,110.6467488,biasa,2978.0,beach cleanliness,coast,sunset,white sand,environment,,,,,,
Pantai Blang Kijue,Aceh,4.3,https://www.google.com/maps/place/Pantai+Blang+Kijue/data=!4m7!3m6!1s0x3040b2bbc507ff4d:0x8179feb89b4120e7!8m2!3d5.2094406!4d96.3938921!16s%2Fg%2F11c2lh1d3r!19sChIJTf8HxbuyQDAR5yBBm7j-eYE?authuser=0&hl=en&rclk=1,5.2094406,96.3938921,biasa,125.0,new beach,clean place,relaxing with family,comfortable place,relaxing with friends,,,,,,
Pantai Cicalobak,Jawa Barat,4.3,https://www.google.com/maps/place/Pantai+Cicalobak/data=!4m7!3m6!1s0x2e66244eaaaaaaab:0x492a9b59f41f797a!8m2!3d-7.5457328!4d107.5295512!16s%2Fg%2F11bw5ygq2j!19sChIJq6qqqk4kZi4Renkf9FmbKkk?authuser=0&hl=en&rclk=1,-7.5457328,107.5295512,biasa,908.0,Pantai Cicalobak,selfie spot,corals,sunset view,sea view,,,,,,
Pantai Cijeruk Indah,Jawa Barat,4.3,https://www.google.com/maps/place/Pantai+Cijeruk+Indah/data=!4m7!3m6!1s0x2e65fba2a017818b:0xef7badd2836c50e2!8m2!3d-7.706096!4d107.8356724!16s%2Fg%2F11bxvhg94c!19sChIJi4EXoKL7ZS4R4lBsg9Kte-8?authuser=0&hl=en&rclk=1,-7.706096,107.8356724,biasa,717.0,river mouth,pristine beach,boat crossing,white sand,access to the beach,,,,,,
"Pantai Cibangban, Pelabuhan Ratu",Jawa Barat,4.3,"https://www.google.com/maps/place/Pantai+Cibangban,+Pelabuhan+Ratu/data=!4m7!3m6!1s0x2e4284bbb30606e9:0xa959efbb7a12ac74!8m2!3d-6.958683!4d106.4249!16s%2Fg%2F11c4bgc8nd!19sChIJ6QYGs7uEQi4RdKwServvWak?authuser=0&hl=en&rclk=1",-6.958683,106.4249,biasa,1752.0,leisure,gazebo,gentle beach,swimming for kids,shipwreck,,,,,,
Pantai Lumban Bul Bul,Sumatera Utara,4.3,https://www.google.com/maps/place/Pantai+Lumban+Bul+Bul/data=!4m7!3m6!1s0x302e04746a9d2759:0x6db93fac96bc4a60!8m2!3d2.3479207!4d99.0752046!16s%2Fg%2F11b77fznqv!19sChIJWSedanQELjARYEq8lqw_uW0?authuser=0&hl=en&rclk=1,2.3479207,99.0752046,biasa,3064.0,banana boat,lake,lake toba,ATV,canoeing,,,,,,
Pantai Pandansari,Kalimantan Selatan,4.3,https://www.google.com/maps/place/Pantai+Pandansari/data=!4m7!3m6!1s0x2de64d89c7b678b1:0xe246bdb9ac6de41d!8m2!3d-3.9396156!4d115.1815723!16s%2Fg%2F11k6xz42ny!19sChIJsXi2x4lN5i0RHeRtrLm9RuI?authuser=0&hl=en&rclk=1,-3.9396156,115.1815723,biasa,21.0,camping,Tommy Putra  reviews ·  photos,abah dadung comedy  review,,,,,,,,
Rental Atv Pantai Batakan Baru,Kalimantan Selatan,4.3,https://www.google.com/maps/place/Rental+Atv+Pantai+Batakan+Baru/data=!4m7!3m6!1s0x2de71b612609abf1:0x9eab45a4f49d3bbd!8m2!3d-4.0852189!4d114.6286618!16s%2Fg%2F11qh5kb_1t!19sChIJ8asJJmEb5y0RvTud9KRFq54?authuser=0&hl=en&rclk=1,-4.0852189,114.6286618,biasa,782.0,beach cleanliness,free gazebo,banana boat,prayer room,beach arrangement,,,,,,
Coast Edge Pandaran,Kalimantan Selatan,4.3,https://www.google.com/maps/place/Coast+Edge+Pandaran/data=!4m7!3m6!1s0x2de23fd85038c2f5:0x7c572d297a87a019!8m2!3d-3.1700627!4d113.0002416!16s%2Fg%2F11b7gp82b_!19sChIJ9cI4UNg_4i0RGaCHeiktV3w?authuser=0&hl=en&rclk=1,-3.1700627,113.0002416,biasa,354.0,place for family,camping,natural beauty,place to relax,waves,,,,,,
Pantai Bubuhan,Kalimantan Selatan,4.3,https://www.google.com/maps/place/Pantai+Bubuhan/data=!4m7!3m6!1s0x2de8a301239775a3:0x1c53853d6b902fb9!8m2!3d-3.6335331!4d115.8302458!16s%2Fg%2F11mqfljq5k!19sChIJo3WXIwGj6C0RuS-Qaz2FUxw?authuser=0&hl=en&rclk=1,-3.6335331,115.8302458,biasa,64.0,sound of waves,stopover,ambience,relieving fatigue,journey,,,,,,
Taman Wisata Bahari Polewali Mandar,Sulawesi Barat,4.3,https://www.google.com/maps/place/Taman+Wisata+Bahari+Polewali+Mandar/data=!4m7!3m6!1s0x2d9488e0920fc239:0x9566d4da58d013b2!8m2!3d-3.4392793!4d119.3495065!16s%2Fg%2F11b7hjzs8_!19sChIJOcIPkuCIlC0RshPQWNrUZpU?authuser=0&hl=en&rclk=1,-3.4392793,119.3495065,biasa,1241.0,beach,sunset,clean beach,beach atmosphere,sea view,,,,,,
Pantai Palippis,Sulawesi Barat,4.3,https://www.google.com/maps/place/Pantai+Palippis/data=!4m7!3m6!1s0x2d94944dcd861f5f:0x5778f8e01f58bbb7!8m2!3d-3.5106073!4d119.0976082!16s%2Fg%2F11c55jj4q8!19sChIJXx-GzU2UlC0Rt7tYH-D4eFc?authuser=0&hl=en&rclk=1,-3.5106073,119.0976082,biasa,249.0,white sand,scenery,beach cleanliness,coral reef,beach atmosphere,,,,,,
Pantai Wisata Lapeo,Sulawesi Barat,4.3,https://www.google.com/maps/place/Pantai+Wisata+Lapeo/data=!4m7!3m6!1s0x2d949408c8930d19:0x4f6ea05257af2e5c!8m2!3d-3.4948788!4d119.1338941!16s%2Fg%2F11gfgsgkv5!19sChIJGQ2TyAiUlC0RXC6vV1Kgbk8?authuser=0&hl=en&rclk=1,-3.4948788,119.1338941,biasa,84.0,attractions,clean beach,fiqry Haikal  reviews ·  photos,Rusdianto Udi  reviews ·  photos,,,,,,,
Kedonganan Beach,Bali,4.3,https://www.google.com/maps/place/Kedonganan+Beach/data=!4m7!3m6!1s0x2dd24468f30f174b:0xdd70159dc4cd2d8e!8m2!3d-8.7607721!4d115.1691844!16s%2Fg%2F11bwfyhhhy!19sChIJSxcP82hE0i0Rji3NxJ0VcN0?authuser=0&hl=en&rclk=1,-8.7607721,115.1691844,biasa,2735.0,morning 25,fish market 56,kedonganan market 2,warungs 12,grilling 17,,,,,,
Canggu Beach,Bali,4.3,https://www.google.com/maps/place/Canggu+Beach/data=!4m7!3m6!1s0x2dd2478626b7677d:0x5a838e3317a93564!8m2!3d-8.6609933!4d115.1321265!16s%2Fg%2F11b7q0b219!19sChIJfWe3JoZH0i0RZDWpFzOOg1o?authuser=0&hl=en&rclk=1,-8.6609933,115.1321265,biasa,1299.0,surfing 102,surfing lessons 15,waves 34,coconut palms 6,black sand beach 3,,,,,,
Lebih Beach,Bali,4.3,https://www.google.com/maps/place/Lebih+Beach/data=!4m7!3m6!1s0x2dd2146a984be6c9:0xabf388c60108c661!8m2!3d-8.581006!4d115.355501!16s%2Fg%2F1pzsyx0xl!19sChIJyeZLmGoU0i0RYcYIAcaI86s?authuser=0&hl=en&rclk=1,-8.581006,115.355501,biasa,4416.0,satay 141,warungs 73,seafood 151,ikan bakar 47,black sand beach 10,,,,,,
Pantai Segara,Bali,4.3,https://www.google.com/maps/place/Pantai+Segara/data=!4m7!3m6!1s0x2dd246a337160fa7:0xd559a9f0e62efa1b!8m2!3d-8.7243214!4d115.1692808!16s%2Fg%2F11b708m0b0!19sChIJpw8WN6NG0i0RG_ou5vCpWdU?authuser=0&hl=en&rclk=1,-8.7243214,115.1692808,biasa,1747.0,surfing 78,ngurah rai airport 7,surfing lessons 4,beer selection 10,sunset beach 2,,,,,,
Wisata pantai Losa,Sulawesi Barat,4.3,https://www.google.com/maps/place/Wisata+pantai+Losa/data=!4m7!3m6!1s0x2d932b8344f48add:0x783dfa1fc8a1dfe!8m2!3d-2.6957883!4d118.7801936!16s%2Fg%2F11rzcp3502!19sChIJ3Yr0RIMrky0R_h2K_KHfgwc?authuser=0&hl=en&rclk=1,-2.6957883,118.7801936,biasa,11.0,Bahry Bachry  review ·  photos,Dominggus Sarong  review,herwin se  review,Ahmad  photo,tampa Batas  photos,,,,,,
PANTAI MUNU,Sulawesi Barat,4.3,https://www.google.com/maps/place/PANTAI+MUNU/data=!4m7!3m6!1s0x2d94bf6280599a7b:0x101e0fe2e6fc517!8m2!3d-3.557457!4d118.9825554!16s%2Fg%2F11j1bzsd4r!19sChIJe5pZgGK_lC0RF8VvLv7gAQE?authuser=0&hl=en&rclk=1,-3.557457,118.9825554,biasa,199.0,managed by local residents,toddler pool,beach cleanliness,entrance fee,reef,,,,,,
pantai pasir putih rangas,Sulawesi Barat,4.3,https://www.google.com/maps/place/pantai+pasir+putih+rangas/data=!4m7!3m6!1s0x2d94c7b07ccf5a4b:0xde261ea094e27482!8m2!3d-3.56762!4d118.93523!16s%2Fg%2F11hzm10zq_!19sChIJS1rPfLDHlC0RgnTilKAeJt4?authuser=0&hl=en&rclk=1,-3.56762,118.93523,biasa,10.0,Hareueus Reus  review ·  photo,chilla ramadhani  review ·  photo,Nur Ismi  reviews,Uyax Baler  photos,Darman Alamsyah  reviews ·  photos,,,,,,
Pantai Baluno,Sulawesi Barat,4.3,https://www.google.com/maps/place/Pantai+Baluno/data=!4m7!3m6!1s0x2d94a8bb7bfe002d:0xccd2c53d2a1ddd02!8m2!3d-3.3380595!4d118.8465068!16s%2Fg%2F11cs6d93mq!19sChIJLQD-e7uolC0RAt0dKj3F0sw?authuser=0&hl=en&rclk=1,-3.3380595,118.8465068,biasa,77.0,mangroves,view,location,Reza Febrian  review,,,,,,,
Coastal Pamboang,Sulawesi Barat,4.3,https://www.google.com/maps/place/Coastal+Pamboang/data=!4m7!3m6!1s0x2d94ba2894cfd6bd:0x574367055d596e3f!8m2!3d-3.4894852!4d118.8960513!16s%2Fg%2F11c5s4j6_g!19sChIJvdbPlCi6lC0RP25ZXQVnQ1c?authuser=0&hl=en&rclk=1,-3.4894852,118.8960513,biasa,107.0,the beach,sunset,eye,Muh.ardan alfaruzy Ardan  reviews ·  photos,PutriBintangMaharani   reviews ·  photo,,,,,,
